domain,key,en,ko,aliases
base,Voltfang Talisman,Voltfang Talisman,Voltfang 부적,
base,Voodoo Focus,Voodoo Focus,Voodoo 집중구,
base,Votive Raiment,Votive Raiment,Votive 의복,
base,Wanderer Armour,Wanderer Armour,Wanderer 방어도,
base,Wanderer Shoes,Wanderer Shoes,Wanderer Shoes,
base,War Spear,War Spear,War 창,
base,War Wraps,War Wraps,War 손싸개,
base,Warded Helm,Warded Helm,Warded Helm,
base,Warden Bow,Warden Bow,Warden 활,
base,Warlock Leggings,Warlock Leggings,Warlock 각반,
base,Warlord Cuirass,Warlord Cuirass,Warlord 흉갑,
base,Warmonger Bow,Warmonger Bow,Warmonger 활,
base,Warmonger Greathelm,Warmonger Greathelm,Warmonger Greathelm,
base,Warpick,Warpick,Warpick,
base,Warrior Greathelm,Warrior Greathelm,전사 Greathelm,
base,Waxed Jacket,Waxed Jacket,Waxed Jacket,
base,Waxing Quarterstaff,Waxing Quarterstaff,Waxing 육척봉,
base,Wayfarer Jacket,Wayfarer Jacket,Wayfarer Jacket,
base,Wayfarer Shoes,Wayfarer Shoes,Wayfarer Shoes,
base,Wayward Crest Shield,Wayward Crest Shield,Wayward Crest 방패,
base,Weaver Leggings,Weaver Leggings,Weaver 각반,
base,Whorl Focus,Whorl Focus,Whorl 집중구,
base,Wicker Tiara,Wicker Tiara,Wicker 관,
base,Wide Belt,Wide Belt,Wide Belt,
base,Wildwood Talisman,Wildwood Talisman,Wildwood 부적,
base,Wingbeat Talisman,Wingbeat Talisman,Wingbeat 부적,
base,Winged Spear,Winged Spear,Winged 창,
base,Withered Wand,Withered Wand,Withered 마법봉,
base,Wolfbone Claw,Wolfbone Claw,Wolfbone Claw,
base,Wolfskin Mantle,Wolfskin Mantle,Wolfskin Mantle,
base,Wooden Buckler,Wooden Buckler,Wooden 버클러,
base,Wooden Club,Wooden Club,나무 몽둥이,목제 클럽|wooden club
base,Wool Cap,Wool Cap,Wool Cap,
base,Woven Cap,Woven Cap,Woven Cap,
base,Woven Focus,Woven Focus,Woven 집중구,
base,Wrapped Cap,Wrapped Cap,Wrapped Cap,
base,Wrapped Greathelm,Wrapped Greathelm,Wrapped Greathelm,
base,Wrapped Quarterstaff,Wrapped Quarterstaff,Wrapped 육척봉,
base,Wrapped Sandals,Wrapped Sandals,Wrapped Sandals,
base,Wrath Sceptre,Wrath Sceptre,Wrath Sceptre,
base,Wreath Focus,Wreath Focus,Wreath 집중구,
base,Wyrm Quarterstaff,Wyrm Quarterstaff,Wyrm 육척봉,
base,Wyrmscale Coat,Wyrmscale Coat,Wyrmscale Coat,
base,Zealot Bow,Zealot Bow,Zealot 활,
base,Zealot Crown,Zealot Crown,Zealot Crown,
base,Zealot Gauntlets,Zealot Gauntlets,Zealot Gauntlets,
base,Zealot Greathammer,Zealot Greathammer,Zealot Greathammer,
base,Zenith Vestments,Zenith Vestments,Zenith Vestments,
